	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Paralog1	Paralog2	WeightOutliersIncluded	WeightOutliersExcluded
Potri.015G029500.1__Potri.017G140800.1	0.98585	0.86124	636.0	627.0	0.06092	GF_001251	0.0197	1.0915	9.0	0.0181	Potri.015G029500.1	Potri.017G140800.1	0.25	0.25
Potri.012G037500.1__Potri.017G140800.1	0.98585	0.85167	636.0	627.0	0.0659	GF_001251	0.0196	1.1791	9.0	0.0166	Potri.012G037500.1	Potri.017G140800.1	0.25	0.25
Potri.001G298900.1__Potri.009G093500.1	0.9777	0.8427399999999999	2556.0	2499.0	0.29186999999999996	GF_001279	0.2027	0.5941	10.0	0.3411	Potri.001G298900.1	Potri.009G093500.1	0.125	0.2
Potri.008G069700.1__Potri.010G187700.1	0.81335	0.9043899999999999	3729.0	3033.0	0.15843	GF_001230	0.0379	0.1428	6.0	0.2651	Potri.010G187700.1	Potri.008G069700.1	1.0	1.0
Potri.006G101600.1__Potri.016G117700.1	0.08367000000000001	0.84615	3729.0	312.0	0.19733	GF_001230	0.1038	0.5092	7.0	0.2039	Potri.016G117700.1	Potri.006G101600.1	1.0	1.0
Potri.006G101600.1__Potri.016G117700.1	0.08367000000000001	0.84615	3729.0	312.0	0.19733	GF_001230	0.1038	0.5092	7.0	0.2039	Potri.016G117700.1	Potri.006G101600.1	1.0	1.0
Potri.010G187700.1__Potri.016G117700.1	0.08286	0.6019399999999999	3729.0	309.0	1.0715700000000001	GF_001230	0.4242	1.5684	9.0	0.2705	Potri.010G187700.1	Potri.016G117700.1	0.16667	0.16667
Potri.010G187700.1__Potri.016G117700.1	0.08286	0.6019399999999999	3729.0	309.0	1.0715700000000001	GF_001230	0.4242	1.5684	9.0	0.2705	Potri.010G187700.1	Potri.016G117700.1	0.16667	0.16667
Potri.010G187700.1__Potri.016G117700.1	0.08286	0.6019399999999999	3729.0	309.0	1.0715700000000001	GF_001230	0.4242	1.5684	9.0	0.2705	Potri.010G187700.1	Potri.016G117700.1	0.16667	0.16667
Potri.006G101600.1__Potri.010G187700.1	0.08607999999999999	0.59502	3729.0	321.0	1.07046	GF_001230	0.3872	2.4523	9.0	0.1579	Potri.010G187700.1	Potri.006G101600.1	0.16667	0.16667
Potri.006G101600.1__Potri.010G187700.1	0.08607999999999999	0.59502	3729.0	321.0	1.07046	GF_001230	0.3872	2.4523	9.0	0.1579	Potri.010G187700.1	Potri.006G101600.1	0.16667	0.16667
Potri.008G069700.1__Potri.016G117700.1	0.0716	0.66292	3729.0	267.0	1.0619399999999999	GF_001230	0.4126	1.2753	9.0	0.3236	Potri.008G069700.1	Potri.016G117700.1	0.16667	0.16667
Potri.008G069700.1__Potri.016G117700.1	0.0716	0.66292	3729.0	267.0	1.0619399999999999	GF_001230	0.4126	1.2753	9.0	0.3236	Potri.008G069700.1	Potri.016G117700.1	0.16667	0.16667
Potri.008G069700.1__Potri.016G117700.1	0.0716	0.66292	3729.0	267.0	1.0619399999999999	GF_001230	0.4126	1.2753	9.0	0.3236	Potri.008G069700.1	Potri.016G117700.1	0.16667	0.16667
Potri.006G101600.1__Potri.008G069700.1	0.07321	0.64835	3729.0	273.0	1.06083	GF_001230	0.3553	1.9675	9.0	0.1806	Potri.008G069700.1	Potri.006G101600.1	0.16667	0.16667
Potri.006G101600.1__Potri.008G069700.1	0.07321	0.64835	3729.0	273.0	1.06083	GF_001230	0.3553	1.9675	9.0	0.1806	Potri.008G069700.1	Potri.006G101600.1	0.16667	0.16667
Potri.013G116400.1__Potri.019G087000.1	0.81745	0.9000600000000001	5949.0	4863.0	0.18067	GF_001240	0.0692	0.2158	6.0	0.3208	Potri.013G116400.1	Potri.019G087000.1	1.0	1.0
Potri.008G128800.1__Potri.010G113700.1	0.84065	0.91302	5949.0	5001.0	0.13134	GF_001240	0.0552	0.2129	7.0	0.2594	Potri.010G113700.1	Potri.008G128800.1	1.0	1.0
Potri.001G163200.1__Potri.003G072300.1	0.91225	0.91837	5949.0	5427.0	0.12605999999999998	GF_001240	0.0433	0.1997	8.0	0.2169	Potri.001G163200.1	Potri.003G072300.1	1.0	1.0
Potri.013G080300.1__Potri.013G082600.1	0.51136	0.9722200000000001	1056.0	540.0	0.08292000000000001	GF_001246	0.0301	0.0173	8.0	1.7359	Potri.013G080300.1	Potri.013G082600.1	0.33333	0.33333
Potri.002G185600.1__Potri.014G110900.1	0.2	0.75333	1500.0	300.0	0.5078699999999999	GF_001233	0.4668	1.1552	6.0	0.4041	Potri.014G110900.1	Potri.002G185600.1	1.0	1.0
Potri.005G001500.1__Potri.013G000900.1	0.838	0.9061299999999999	1500.0	1257.0	0.11172	GF_001233	0.0389	0.3449	7.0	0.1128	Potri.013G000900.1	Potri.005G001500.1	1.0	1.0
Potri.005G001500.1__Potri.013G000900.1	0.838	0.9061299999999999	1500.0	1257.0	0.11172	GF_001233	0.0389	0.3449	7.0	0.1128	Potri.013G000900.1	Potri.005G001500.1	1.0	1.0
Potri.010G004400.1__Potri.013G000900.1	0.836	0.69139	1500.0	1254.0	0.61557	GF_001233	0.2297	1.3313	8.0	0.1725	Potri.010G004400.1	Potri.013G000900.1	0.5	0.5
Potri.010G004400.1__Potri.013G000900.1	0.836	0.69139	1500.0	1254.0	0.61557	GF_001233	0.2297	1.3313	8.0	0.1725	Potri.010G004400.1	Potri.013G000900.1	0.5	0.5
Potri.005G001500.1__Potri.010G004400.1	0.836	0.68262	1500.0	1254.0	0.61185	GF_001233	0.258	1.9816	8.0	0.1302	Potri.010G004400.1	Potri.005G001500.1	0.5	0.5
Potri.005G001500.1__Potri.010G004400.1	0.836	0.68262	1500.0	1254.0	0.61185	GF_001233	0.258	1.9816	8.0	0.1302	Potri.010G004400.1	Potri.005G001500.1	0.5	0.5
Potri.013G000900.1__Potri.014G110900.1	0.826	0.7046	1500.0	1239.0	0.52985	GF_001233	0.2153	0.8264	9.0	0.2605	Potri.014G110900.1	Potri.013G000900.1	0.16667	0.2
Potri.013G000900.1__Potri.014G110900.1	0.826	0.7046	1500.0	1239.0	0.52985	GF_001233	0.2153	0.8264	9.0	0.2605	Potri.014G110900.1	Potri.013G000900.1	0.16667	0.2
Potri.005G001500.1__Potri.014G110900.1	0.826	0.71267	1500.0	1239.0	0.52613	GF_001233	0.2249	1.0329	9.0	0.2177	Potri.014G110900.1	Potri.005G001500.1	0.16667	0.2
Potri.005G001500.1__Potri.014G110900.1	0.826	0.71267	1500.0	1239.0	0.52613	GF_001233	0.2249	1.0329	9.0	0.2177	Potri.014G110900.1	Potri.005G001500.1	0.16667	0.2
Potri.005G001500.1__Potri.014G110900.1	0.826	0.71267	1500.0	1239.0	0.52613	GF_001233	0.2249	1.0329	9.0	0.2177	Potri.014G110900.1	Potri.005G001500.1	0.16667	0.2
Potri.002G185600.1__Potri.010G004400.1	0.196	0.60544	1500.0	294.0	1.09223	GF_001233	0.5982	72.6416	9.0	0.0082	Potri.002G185600.1	Potri.010G004400.1	0.16667	0.0
Potri.002G185600.1__Potri.013G000900.1	0.196	0.61565	1500.0	294.0	0.98096	GF_001233	0.7077	2.0303	9.0	0.3486	Potri.002G185600.1	Potri.013G000900.1	0.16667	0.2
Potri.002G185600.1__Potri.013G000900.1	0.196	0.61565	1500.0	294.0	0.98096	GF_001233	0.7077	2.0303	9.0	0.3486	Potri.002G185600.1	Potri.013G000900.1	0.16667	0.2
Potri.002G185600.1__Potri.005G001500.1	0.196	0.62245	1500.0	294.0	0.97724	GF_001233	0.6948	2.2328	9.0	0.3112	Potri.002G185600.1	Potri.005G001500.1	0.16667	0.2
Potri.002G185600.1__Potri.005G001500.1	0.196	0.62245	1500.0	294.0	0.97724	GF_001233	0.6948	2.2328	9.0	0.3112	Potri.002G185600.1	Potri.005G001500.1	0.16667	0.2
Potri.002G185600.1__Potri.005G001500.1	0.196	0.62245	1500.0	294.0	0.97724	GF_001233	0.6948	2.2328	9.0	0.3112	Potri.002G185600.1	Potri.005G001500.1	0.16667	0.2
Potri.004G072300.1__Potri.017G148700.1	0.17419	0.59259	1395.0	243.0	0.66369	GF_001271	0.065	0.4439	6.0	0.1464	Potri.017G148700.1	Potri.004G072300.1	1.0	1.0
Potri.004G072300.1__Potri.017G148700.1	0.17419	0.59259	1395.0	243.0	0.66369	GF_001271	0.065	0.4439	6.0	0.1464	Potri.017G148700.1	Potri.004G072300.1	1.0	1.0
Potri.006G091500.1__Potri.016G102800.1	0.29891999999999996	0.91127	1395.0	417.0	0.15885	GF_001271	0.048	0.5363	8.0	0.0896	Potri.006G091500.1	Potri.016G102800.1	0.5	0.5
Potri.006G091500.1__Potri.016G102800.1	0.29891999999999996	0.91127	1395.0	417.0	0.15885	GF_001271	0.048	0.5363	8.0	0.0896	Potri.006G091500.1	Potri.016G102800.1	0.5	0.5
Potri.006G258700.1__Potri.018G023200.1	0.90115	0.9177299999999999	1821.0	1641.0	0.1009	GF_001232	0.0495	0.21100000000000002	6.0	0.2345	Potri.018G023200.1	Potri.006G258700.1	1.0	1.0
Potri.018G116100.1__Potri.018G120200.1	0.9061	1.0	1821.0	1650.0	0.0	GF_001232	0.0	0.0	7.0	0.2434	Potri.018G116100.1	Potri.018G120200.1	1.0	0.0
Potri.018G116100.1__Potri.018G120200.1	0.9061	1.0	1821.0	1650.0	0.0	GF_001232	0.0	0.0	7.0	0.2434	Potri.018G116100.1	Potri.018G120200.1	1.0	0.0
Potri.006G060600.1__Potri.018G116100.1	0.90445	0.89435	1821.0	1647.0	0.15333	GF_001232	0.0724	0.2381	8.0	0.3039	Potri.006G060600.1	Potri.018G116100.1	0.5	0.5
Potri.006G060600.1__Potri.018G116100.1	0.90445	0.89435	1821.0	1647.0	0.15333	GF_001232	0.0724	0.2381	8.0	0.3039	Potri.006G060600.1	Potri.018G116100.1	0.5	0.5
Potri.006G060600.1__Potri.018G120200.1	0.90445	0.89435	1821.0	1647.0	0.15333	GF_001232	0.0724	0.2381	8.0	0.3039	Potri.006G060600.1	Potri.018G120200.1	0.5	0.5
Potri.006G060600.1__Potri.018G120200.1	0.90445	0.89435	1821.0	1647.0	0.15333	GF_001232	0.0724	0.2381	8.0	0.3039	Potri.006G060600.1	Potri.018G120200.1	0.5	0.5
Potri.006G060600.1__Potri.018G023200.1	0.89786	0.66728	1821.0	1635.0	0.62879	GF_001232	0.3	1.1814	9.0	0.254	Potri.018G023200.1	Potri.006G060600.1	0.16667	0.16667
Potri.006G060600.1__Potri.018G023200.1	0.89786	0.66728	1821.0	1635.0	0.62879	GF_001232	0.3	1.1814	9.0	0.254	Potri.018G023200.1	Potri.006G060600.1	0.16667	0.16667
Potri.018G023200.1__Potri.018G116100.1	0.89786	0.66667	1821.0	1635.0	0.60588	GF_001232	0.294	1.2385	9.0	0.2374	Potri.018G023200.1	Potri.018G116100.1	0.16667	0.16667
Potri.018G023200.1__Potri.018G116100.1	0.89786	0.66667	1821.0	1635.0	0.60588	GF_001232	0.294	1.2385	9.0	0.2374	Potri.018G023200.1	Potri.018G116100.1	0.16667	0.16667
Potri.018G023200.1__Potri.018G116100.1	0.89786	0.66667	1821.0	1635.0	0.60588	GF_001232	0.294	1.2385	9.0	0.2374	Potri.018G023200.1	Potri.018G116100.1	0.16667	0.16667
Potri.018G023200.1__Potri.018G120200.1	0.89786	0.66667	1821.0	1635.0	0.60588	GF_001232	0.294	1.2385	9.0	0.2374	Potri.018G023200.1	Potri.018G120200.1	0.16667	0.16667
Potri.018G023200.1__Potri.018G120200.1	0.89786	0.66667	1821.0	1635.0	0.60588	GF_001232	0.294	1.2385	9.0	0.2374	Potri.018G023200.1	Potri.018G120200.1	0.16667	0.16667
Potri.006G060600.1__Potri.006G258700.1	0.88303	0.6623100000000001	1821.0	1608.0	0.63385	GF_001232	0.307	1.3148	9.0	0.2335	Potri.006G258700.1	Potri.006G060600.1	0.16667	0.16667
Potri.006G060600.1__Potri.006G258700.1	0.88303	0.6623100000000001	1821.0	1608.0	0.63385	GF_001232	0.307	1.3148	9.0	0.2335	Potri.006G258700.1	Potri.006G060600.1	0.16667	0.16667
Potri.006G258700.1__Potri.018G116100.1	0.88303	0.6685300000000001	1821.0	1608.0	0.6109399999999999	GF_001232	0.294	1.3457	9.0	0.2185	Potri.006G258700.1	Potri.018G116100.1	0.16667	0.16667
Potri.006G258700.1__Potri.018G116100.1	0.88303	0.6685300000000001	1821.0	1608.0	0.6109399999999999	GF_001232	0.294	1.3457	9.0	0.2185	Potri.006G258700.1	Potri.018G116100.1	0.16667	0.16667
Potri.006G258700.1__Potri.018G116100.1	0.88303	0.6685300000000001	1821.0	1608.0	0.6109399999999999	GF_001232	0.294	1.3457	9.0	0.2185	Potri.006G258700.1	Potri.018G116100.1	0.16667	0.16667
Potri.006G258700.1__Potri.018G120200.1	0.88303	0.6685300000000001	1821.0	1608.0	0.6109399999999999	GF_001232	0.294	1.3457	9.0	0.2185	Potri.006G258700.1	Potri.018G120200.1	0.16667	0.16667
Potri.006G258700.1__Potri.018G120200.1	0.88303	0.6685300000000001	1821.0	1608.0	0.6109399999999999	GF_001232	0.294	1.3457	9.0	0.2185	Potri.006G258700.1	Potri.018G120200.1	0.16667	0.16667
Potri.001G176800.1__Potri.003G057700.1	0.77291	0.7921	753.0	582.0	0.47058	GF_001244	0.1996	0.4031	6.0	0.4953	Potri.001G176800.1	Potri.003G057700.1	1.0	1.0
Potri.008G156800.1__Potri.010G082500.1	0.8207200000000001	0.80906	753.0	618.0	0.34543	GF_001244	0.1767	0.436	7.0	0.4053	Potri.010G082500.1	Potri.008G156800.1	1.0	1.0
Potri.008G156800.1__Potri.010G082500.1	0.8207200000000001	0.80906	753.0	618.0	0.34543	GF_001244	0.1767	0.436	7.0	0.4053	Potri.010G082500.1	Potri.008G156800.1	1.0	1.0
Potri.005G051900.1__Potri.013G039300.1	0.8406399999999999	0.8720399999999999	753.0	633.0	0.20867	GF_001244	0.1095	0.3007	8.0	0.3642	Potri.005G051900.1	Potri.013G039300.1	1.0	1.0
Potri.005G051900.1__Potri.013G039300.1	0.8406399999999999	0.8720399999999999	753.0	633.0	0.20867	GF_001244	0.1095	0.3007	8.0	0.3642	Potri.005G051900.1	Potri.013G039300.1	1.0	1.0
Potri.005G051900.1__Potri.010G082500.1	0.81275	0.53105	753.0	612.0	1.30777	GF_001244	0.5963	1.954	9.0	0.3052	Potri.010G082500.1	Potri.005G051900.1	0.25	0.25
Potri.005G051900.1__Potri.010G082500.1	0.81275	0.53105	753.0	612.0	1.30777	GF_001244	0.5963	1.954	9.0	0.3052	Potri.010G082500.1	Potri.005G051900.1	0.25	0.25
Potri.010G082500.1__Potri.013G039300.1	0.81275	0.52778	753.0	612.0	1.34	GF_001244	0.5806	1.9479	9.0	0.298	Potri.010G082500.1	Potri.013G039300.1	0.25	0.25
Potri.010G082500.1__Potri.013G039300.1	0.81275	0.52778	753.0	612.0	1.34	GF_001244	0.5806	1.9479	9.0	0.298	Potri.010G082500.1	Potri.013G039300.1	0.25	0.25
Potri.005G051900.1__Potri.008G156800.1	0.8207200000000001	0.5614899999999999	753.0	618.0	1.09294	GF_001244	0.4926	1.9712	9.0	0.2499	Potri.008G156800.1	Potri.005G051900.1	0.25	0.25
Potri.005G051900.1__Potri.008G156800.1	0.8207200000000001	0.5614899999999999	753.0	618.0	1.09294	GF_001244	0.4926	1.9712	9.0	0.2499	Potri.008G156800.1	Potri.005G051900.1	0.25	0.25
Potri.008G156800.1__Potri.013G039300.1	0.8207200000000001	0.56472	753.0	618.0	1.12517	GF_001244	0.4795	1.7839	9.0	0.2688	Potri.008G156800.1	Potri.013G039300.1	0.25	0.25
Potri.008G156800.1__Potri.013G039300.1	0.8207200000000001	0.56472	753.0	618.0	1.12517	GF_001244	0.4795	1.7839	9.0	0.2688	Potri.008G156800.1	Potri.013G039300.1	0.25	0.25
Potri.012G133900.1__Potri.015G136100.1	0.27865	0.8548399999999999	1335.0	372.0	0.31768	GF_001272	0.3971	0.004	6.0	99.0	Potri.012G133900.1	Potri.015G136100.1	1.0	0.0
Potri.012G133900.1__Potri.015G136100.1	0.27865	0.8548399999999999	1335.0	372.0	0.31768	GF_001272	0.3971	0.004	6.0	99.0	Potri.012G133900.1	Potri.015G136100.1	1.0	0.0
Potri.007G121800.1__Potri.017G038500.1	0.72809	0.76132	1335.0	972.0	0.50664	GF_001272	0.0684	0.7928	9.0	0.0863	Potri.007G121800.1	Potri.017G038500.1	0.5	1.0
Potri.007G121800.1__Potri.017G038500.1	0.72809	0.76132	1335.0	972.0	0.50664	GF_001272	0.0684	0.7928	9.0	0.0863	Potri.007G121800.1	Potri.017G038500.1	0.5	1.0
Potri.008G066800.1__Potri.010G190400.1	0.60432	0.86111	1251.0	756.0	0.25986	GF_001234	0.1147	0.2627	6.0	0.4365	Potri.010G190400.1	Potri.008G066800.1	1.0	1.0
Potri.010G190400.1__Potri.016G114700.1	0.54916	0.68413	1251.0	687.0	0.61529	GF_001234	0.2571	2.915	7.0	0.0882	Potri.016G114700.1	Potri.010G190400.1	0.5	0.5
Potri.010G190400.1__Potri.016G114700.1	0.54916	0.68413	1251.0	687.0	0.61529	GF_001234	0.2571	2.915	7.0	0.0882	Potri.016G114700.1	Potri.010G190400.1	0.5	0.5
Potri.010G190400.1__Potri.016G114700.1	0.54916	0.68413	1251.0	687.0	0.61529	GF_001234	0.2571	2.915	7.0	0.0882	Potri.016G114700.1	Potri.010G190400.1	0.5	0.5
Potri.008G066800.1__Potri.016G114700.1	0.56355	0.68652	1251.0	705.0	0.58491	GF_001234	0.2429	2.4524	7.0	0.0991	Potri.016G114700.1	Potri.008G066800.1	0.5	0.5
Potri.008G066800.1__Potri.016G114700.1	0.56355	0.68652	1251.0	705.0	0.58491	GF_001234	0.2429	2.4524	7.0	0.0991	Potri.016G114700.1	Potri.008G066800.1	0.5	0.5
Potri.008G066800.1__Potri.016G114700.1	0.56355	0.68652	1251.0	705.0	0.58491	GF_001234	0.2429	2.4524	7.0	0.0991	Potri.016G114700.1	Potri.008G066800.1	0.5	0.5
Potri.004G040100.1__Potri.011G049500.1	0.77218	0.8933700000000001	1251.0	966.0	0.15455	GF_001234	0.063	0.2675	8.0	0.2355	Potri.011G049500.1	Potri.004G040100.1	1.0	1.0
Potri.004G040100.1__Potri.011G049500.1	0.77218	0.8933700000000001	1251.0	966.0	0.15455	GF_001234	0.063	0.2675	8.0	0.2355	Potri.011G049500.1	Potri.004G040100.1	1.0	1.0
Potri.011G049500.1__Potri.019G102000.1	0.70504	0.63265	1251.0	882.0	0.68598	GF_001234	0.2246	4.5352	9.0	0.0495	Potri.019G102000.1	Potri.011G049500.1	0.5	0.5
Potri.004G040100.1__Potri.019G102000.1	0.7338100000000001	0.65142	1251.0	918.0	0.62939	GF_001234	0.1998	2.3206	9.0	0.0861	Potri.019G102000.1	Potri.004G040100.1	0.5	0.5
Potri.011G049500.1__Potri.016G114700.1	0.58034	0.60468	1251.0	726.0	0.8035100000000001	GF_001234	0.3002	8.0481	10.0	0.0373	Potri.016G114700.1	Potri.011G049500.1	0.11110999999999999	0.0
Potri.011G049500.1__Potri.016G114700.1	0.58034	0.60468	1251.0	726.0	0.8035100000000001	GF_001234	0.3002	8.0481	10.0	0.0373	Potri.016G114700.1	Potri.011G049500.1	0.11110999999999999	0.0
Potri.004G040100.1__Potri.016G114700.1	0.58513	0.6106600000000001	1251.0	732.0	0.74692	GF_001234	0.2854	9.5617	10.0	0.0298	Potri.016G114700.1	Potri.004G040100.1	0.11110999999999999	0.0
Potri.004G040100.1__Potri.016G114700.1	0.58513	0.6106600000000001	1251.0	732.0	0.74692	GF_001234	0.2854	9.5617	10.0	0.0298	Potri.016G114700.1	Potri.004G040100.1	0.11110999999999999	0.0
Potri.010G190400.1__Potri.011G049500.1	0.5899300000000001	0.58401	1251.0	738.0	1.0263799999999998	GF_001234	0.3811	6.5626	10.0	0.0581	Potri.010G190400.1	Potri.011G049500.1	0.11110999999999999	0.0
Potri.004G040100.1__Potri.010G190400.1	0.5899300000000001	0.5935	1251.0	738.0	0.9697899999999999	GF_001234	0.3719	4.7657	10.0	0.078	Potri.010G190400.1	Potri.004G040100.1	0.11110999999999999	0.5
Potri.008G066800.1__Potri.011G049500.1	0.60192	0.5856600000000001	1251.0	753.0	0.996	GF_001234	0.3493	74.0068	10.0	0.0047	Potri.008G066800.1	Potri.011G049500.1	0.11110999999999999	0.0
Potri.004G040100.1__Potri.008G066800.1	0.60192	0.5923	1251.0	753.0	0.9394100000000001	GF_001234	0.3471	69.7314	10.0	0.005	Potri.008G066800.1	Potri.004G040100.1	0.11110999999999999	0.0
Potri.001G376500.1__Potri.011G096300.1	0.91176	0.93255	1122.0	1023.0	0.07402	GF_001249	0.0657	0.1087	6.0	0.6046	Potri.001G376500.1	Potri.011G096300.1	1.0	1.0
Potri.004G054200.1__Potri.T143500.1	0.93048	0.99234	1122.0	1044.0	0.01401	GF_001249	0.0	0.0	9.0	2.0069999999999997	Potri.004G054200.1	Potri.T143500.1	0.25	0.0
Potri.001G376500.1__Potri.004G054200.1	0.91979	0.74419	1122.0	1032.0	0.23374	GF_001249	0.1277	9.4548	10.0	0.0135	Potri.001G376500.1	Potri.004G054200.1	0.125	0.0
Potri.001G376500.1__Potri.004G054200.1	0.91979	0.74419	1122.0	1032.0	0.23374	GF_001249	0.1277	9.4548	10.0	0.0135	Potri.001G376500.1	Potri.004G054200.1	0.125	0.0
Potri.008G161900.1__Potri.010G076900.1	0.42857	0.64	525.0	225.0	0.65595	GF_001235	0.7714	40.3385	6.0	0.0191	Potri.008G161900.1	Potri.010G076900.1	1.0	0.0
Potri.008G161900.1__Potri.010G076900.1	0.42857	0.64	525.0	225.0	0.65595	GF_001235	0.7714	40.3385	6.0	0.0191	Potri.008G161900.1	Potri.010G076900.1	1.0	0.0
Potri.005G055400.1__Potri.008G161900.1	0.42286	0.58108	525.0	222.0	0.85641	GF_001235	0.8502	39.2713	7.0	0.0216	Potri.005G055400.1	Potri.008G161900.1	0.5	0.0
Potri.002G043200.1__Potri.005G055400.1	0.64571	0.8082600000000001	525.0	339.0	0.19385	GF_001235	0.0572	0.8159	8.0	0.0701	Potri.005G055400.1	Potri.002G043200.1	0.33333	0.5
Potri.002G043200.1__Potri.008G161900.1	0.42857	0.59111	525.0	225.0	0.70306	GF_001235	0.8118	37.9169	8.0	0.0214	Potri.008G161900.1	Potri.002G043200.1	0.33333	0.0
Potri.002G043200.1__Potri.008G161900.1	0.42857	0.59111	525.0	225.0	0.70306	GF_001235	0.8118	37.9169	8.0	0.0214	Potri.008G161900.1	Potri.002G043200.1	0.33333	0.0
Potri.002G043200.1__Potri.010G076900.1	0.8685700000000001	0.8245600000000001	525.0	456.0	0.04821	GF_001235	0.0096	1.4846	8.0	0.0065	Potri.010G076900.1	Potri.002G043200.1	0.33333	0.5
Potri.002G043200.1__Potri.010G076900.1	0.8685700000000001	0.8245600000000001	525.0	456.0	0.04821	GF_001235	0.0096	1.4846	8.0	0.0065	Potri.010G076900.1	Potri.002G043200.1	0.33333	0.5
Potri.005G055400.1__Potri.005G219700.1	0.64571	0.77581	525.0	339.0	0.19984000000000002	GF_001235	0.0578	3.0553	9.0	0.0189	Potri.005G219700.1	Potri.005G055400.1	0.25	0.33333
Potri.005G055400.1__Potri.005G219700.1	0.64571	0.77581	525.0	339.0	0.19984000000000002	GF_001235	0.0578	3.0553	9.0	0.0189	Potri.005G219700.1	Potri.005G055400.1	0.25	0.33333
Potri.005G219700.1__Potri.008G161900.1	0.42857	0.6	525.0	225.0	0.70905	GF_001235	0.8073	68.3058	9.0	0.0118	Potri.005G219700.1	Potri.008G161900.1	0.25	0.0
Potri.005G219700.1__Potri.008G161900.1	0.42857	0.6	525.0	225.0	0.70905	GF_001235	0.8073	68.3058	9.0	0.0118	Potri.005G219700.1	Potri.008G161900.1	0.25	0.0
Potri.005G219700.1__Potri.010G076900.1	0.8685700000000001	0.8355299999999999	525.0	456.0	0.0542	GF_001235	0.0101	1.175	9.0	0.0086	Potri.005G219700.1	Potri.010G076900.1	0.25	0.33333
Potri.005G219700.1__Potri.010G076900.1	0.8685700000000001	0.8355299999999999	525.0	456.0	0.0542	GF_001235	0.0101	1.175	9.0	0.0086	Potri.005G219700.1	Potri.010G076900.1	0.25	0.33333
Potri.002G043200.1__Potri.005G219700.1	0.8685700000000001	0.9298200000000001	525.0	456.0	0.007090000000000001	GF_001235	0.0003	0.2763	9.0	0.001	Potri.005G219700.1	Potri.002G043200.1	0.25	0.33333
Potri.001G403800.1__Potri.011G123100.1	0.33513000000000004	0.8770100000000001	1674.0	561.0	0.10277	GF_001248	0.0408	0.4727	7.0	0.0863	Potri.011G123100.1	Potri.001G403800.1	1.0	1.0
Potri.001G403800.1__Potri.011G123100.1	0.33513000000000004	0.8770100000000001	1674.0	561.0	0.10277	GF_001248	0.0408	0.4727	7.0	0.0863	Potri.011G123100.1	Potri.001G403800.1	1.0	1.0
Potri.004G038200.1__Potri.011G046800.1	0.35305	0.86125	1674.0	591.0	0.13818	GF_001248	0.0733	0.5331	8.0	0.1375	Potri.004G038200.1	Potri.011G046800.1	1.0	1.0
Potri.004G038200.1__Potri.011G123100.1	0.32079	0.65363	1674.0	537.0	0.49998000000000004	GF_001248	0.2281	5.2033	9.0	0.0438	Potri.011G123100.1	Potri.004G038200.1	0.25	0.0
Potri.004G038200.1__Potri.011G123100.1	0.32079	0.65363	1674.0	537.0	0.49998000000000004	GF_001248	0.2281	5.2033	9.0	0.0438	Potri.011G123100.1	Potri.004G038200.1	0.25	0.0
Potri.004G038200.1__Potri.011G123100.1	0.32079	0.65363	1674.0	537.0	0.49998000000000004	GF_001248	0.2281	5.2033	9.0	0.0438	Potri.011G123100.1	Potri.004G038200.1	0.25	0.0
Potri.011G046800.1__Potri.011G123100.1	0.32975	0.62862	1674.0	552.0	0.59812	GF_001248	0.2532	41.6287	9.0	0.0061	Potri.011G123100.1	Potri.011G046800.1	0.25	0.0
Potri.011G046800.1__Potri.011G123100.1	0.32975	0.62862	1674.0	552.0	0.59812	GF_001248	0.2532	41.6287	9.0	0.0061	Potri.011G123100.1	Potri.011G046800.1	0.25	0.0
Potri.011G046800.1__Potri.011G123100.1	0.32975	0.62862	1674.0	552.0	0.59812	GF_001248	0.2532	41.6287	9.0	0.0061	Potri.011G123100.1	Potri.011G046800.1	0.25	0.0
Potri.001G403800.1__Potri.004G038200.1	0.34588	0.6269399999999999	1674.0	579.0	0.57463	GF_001248	0.2481	14.0864	9.0	0.0176	Potri.001G403800.1	Potri.004G038200.1	0.25	0.0
Potri.001G403800.1__Potri.004G038200.1	0.34588	0.6269399999999999	1674.0	579.0	0.57463	GF_001248	0.2481	14.0864	9.0	0.0176	Potri.001G403800.1	Potri.004G038200.1	0.25	0.0
Potri.001G403800.1__Potri.011G046800.1	0.35484	0.60943	1674.0	594.0	0.67277	GF_001248	0.2714	63.7839	9.0	0.0043	Potri.001G403800.1	Potri.011G046800.1	0.25	0.0
Potri.001G403800.1__Potri.011G046800.1	0.35484	0.60943	1674.0	594.0	0.67277	GF_001248	0.2714	63.7839	9.0	0.0043	Potri.001G403800.1	Potri.011G046800.1	0.25	0.0
Potri.001G403800.1__Potri.T010500.1	0.33513000000000004	0.43672	1674.0	561.0	1.81218	GF_001248	0.8568	63.386	10.0	0.0135	Potri.T010500.1	Potri.001G403800.1	0.125	0.0
Potri.007G121200.1__Potri.017G039300.1	0.52281	0.89455	1578.0	825.0	0.16566	GF_001257	0.0865	0.3079	6.0	0.281	Potri.007G121200.1	Potri.017G039300.1	1.0	1.0
